seqnames	start	end	width	strand	log2FC	logCPM	F	PValue	FDR	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS
V	451336	451371	36	-	1.06739823619333	5.77478169731849	8.35588721578807	0.0143042328073355	0.026895052874998	Promoter	5	450563	451243	681	2	YER139C	YER139C_mRNA	-128
V	456019	456129	111	-	2.89289138874501	7.43497916546843	134.700913525342	1.24523059685e-07	2.15302005779088e-06	Promoter	5	455146	456036	891	2	YER142C	YER142C_mRNA	0
V	456249	456315	67	+	1.16757201687775	8.4336616918367	59.2869078626533	7.90924221510373e-06	5.42061586178799e-05	Promoter	5	456319	457605	1287	1	YER143W	YER143W_mRNA	-4
V	45798	45833	36	-	7.89772034380093	5.78967444995463	72.8738422202344	1.0517755379707e-05	6.64992617901588e-05	Promoter	5	45020	45721	702	2	YEL057C	YEL057C_mRNA	-112
V	484343	484372	30	-	-2.61402075330007	5.23889654053281	18.1808305591741	0.00125216360726612	0.00335150061218754	Promoter	5	483325	484341	1017	2	YER156C	YER156C_mRNA	-31
V	502888	502941	54	-	1.48437534612205	7.37871490226569	60.0551469618459	7.43306031921122e-06	5.13550442369313e-05	Promoter	5	500630	502894	2265	2	YER162C	YER162C_mRNA	0
V	505177	505222	46	+	2.69232221231979	5.16648052859207	11.795333719357	0.00536119481364719	0.0116358492253377	Promoter	5	505392	509798	4407	1	YER164W	YER164W_mRNA	-170
V	51537	51634	98	-	-1.92440838866256	7.74763613030154	102.708463531513	5.09787293687734e-07	6.33714535937047e-06	Promoter	5	48471	51539	3069	2	YEL055C	YEL055C_mRNA	0
V	522693	522721	29	-	-3.48308580695345	4.68127849819764	16.7845550678607	0.00166817517751723	0.00428808262746901	Promoter	5	521029	522669	1641	2	YER168C	YER168C_mRNA	-52
V	53203	53304	102	-	-2.79067649361677	8.34498194373211	281.721953799918	2.37555347967171e-09	1.50122639377695e-07	Promoter	5	52721	53218	498	2	YEL054C	YEL054C_mRNA	0
V	551140	551170	31	-	1.60644501165284	5.49804516021663	10.8604910175688	0.00688039815099316	0.0144522037342169	Promoter	5	550865	551122	258	2	YER180C-A	YER180C-A_mRNA	-48
V	68884	68910	27	-	-1.4142106419791	6.6386745591933	26.6406803575446	0.000285314738349137	0.000972227952946009	Promoter	5	67629	68792	1164	2	YEL046C	YEL046C_mRNA	-118
V	69737	69793	57	+	-1.19800784207112	6.37516794377003	16.5458741722019	0.00175468221077746	0.0044796871131391	Promoter	5	69757	70257	501	1	YEL044W	YEL044W_mRNA	0
V	70419	70474	56	+	1.28366285375596	5.74753816795467	11.2165803061648	0.00624813602326559	0.0132766069385198	Promoter	5	70478	73348	2871	1	YEL043W	YEL043W_mRNA	-4
V	73560	73607	48	+	-1.42176027003914	5.95413035284083	13.49029866925	0.00350473262664102	0.00807482431876667	Promoter	5	73771	75327	1557	1	YEL042W	YEL042W_mRNA	-164
V	75659	75733	75	+	7.61091437113291	5.51794705421065	70.880595534127	1.18074341717996e-05	7.25441599494659e-05	Promoter	5	75944	77431	1488	1	YEL041W	YEL041W_mRNA	-211
V	75801	75893	93	+	1.39132065072554	5.39776231316461	6.91054335542602	0.0229716739165762	0.0403882194094238	Promoter	5	75944	77431	1488	1	YEL041W	YEL041W_mRNA	-51
V	78021	78049	29	+	-7.63454497775497	5.2067003148546	70.2925259869435	1.22241130394277e-05	7.4446225343999e-05	Promoter	5	78053	79456	1404	1	YEL040W	YEL040W_mRNA	-4
V	80041	80176	136	-	-2.45177810507349	7.74177058920844	148.05525638409	7.56646104605967e-08	1.47273597800505e-06	Promoter	5	79636	79977	342	2	YEL039C	YEL039C_mRNA	-199
V	86853	86911	59	+	-1.26440908651014	5.07296768916994	8.58113725156132	0.0133357980282793	0.0253187644188868	Promoter	5	86937	89852	2916	1	YEL032W	YEL032W_mRNA	-26
VI	103135	103230	96	-	1.39067996200596	8.99691733330974	46.7074746372906	2.44328309454227e-05	0.000127838876753147	Promoter	6	101628	103127	1500	2	YFL018C	YFL018C_mRNA	-103
VI	106237	106326	90	-	2.42998867729897	6.46135122703747	52.984555857253	1.35309877782046e-05	8.05897019935664e-05	Promoter	6	104701	106236	1536	2	YFL016C	YFL016C_mRNA	-90
VI	107123	107526	404	+	5.04952111988441	10.8850966688736	554.193181464532	5.70873257571713e-11	3.38118595579882e-08	Promoter	6	107256	107585	330	1	YFL014W	YFL014W_mRNA	0
VI	11251	11464	214	+	3.57882300252449	7.13558913490823	85.0094840615369	1.33553854308531e-06	1.31553250013221e-05	Promoter	6	11363	12259	897	1	YFL059W	YFL059W_mRNA	0
VI	146915	146993	79	-	-2.70500355316813	5.66544264308842	15.1483253507529	0.00238208419826408	0.00581888639997641	Promoter	6	145114	146934	1821	2	YFL002C	YFL002C_mRNA	0
VI	153331	153404	74	+	1.34452806502424	7.91460504782058	61.125004844995	6.82495891142588e-06	4.80611433617921e-05	Promoter	6	153393	154313	921	1	YFR004W	YFR004W_mRNA	0
VI	15492	15504	13	-	7.98410937983119	5.82853269433521	70.9320328874205	1.17718149380849e-05	7.24167528302419e-05	Promoter	6	14305	15431	1127	2	YFL056C	YFL056C	-73
VI	156085	156310	226	+	1.59297347934582	8.59786852928187	117.615877629813	2.52995869194833e-07	3.62081735147663e-06	Promoter	6	156145	157752	1608	1	YFR006W	YFR006W_mRNA	0
VI	160458	160541	84	+	1.09826485462649	6.29094079149897	7.30476077629384	0.0200997558080014	0.0362242265784203	Promoter	6	160535	161200	666	1	YFR008W	YFR008W_mRNA	0
VI	173871	173973	103	-	1.35463900430052	8.07370190357796	41.4470651285384	4.22582524969359e-05	0.00019715115690325	Promoter	6	172537	173877	1341	2	YFR014C	YFR014C_mRNA	0
VI	196753	196830	78	+	-3.8351095227783	5.55482440512457	25.4388833261179	0.000344233244644773	0.00112949357278588	Promoter	6	196833	199034	2202	1	YFR022W	YFR022W_mRNA	-3
VI	210104	210145	42	-	-1.57797081018145	6.63172953437451	41.8609968616937	4.03949638067473e-05	0.00019102224867214	Promoter	6	208413	210068	1656	2	YFR028C	YFR028C_mRNA	-77
VI	221412	221528	117	-	-3.23277794227067	7.74962734511953	203.74558716826	1.37653799995908e-08	4.47539019454108e-07	Promoter	6	220507	221418	912	2	YFR031C-A	YFR031C-A_mRNA	0
VI	239835	239858	24	-	1.19286412960422	5.43889403430732	9.25107256847049	0.010883894354134	0.021381118258868	Promoter	6	239114	239827	714	2	YFR043C	YFR043C_mRNA	-31
VI	245180	245206	27	-	1.33281329745939	6.58028107864289	20.9868387949539	0.000733192169820708	0.00214148445278965	Promoter	6	244279	245166	888	2	YFR047C	YFR047C_mRNA	-40
VI	248337	248517	181	+	1.79519209774271	8.40372526986453	133.474004262186	1.30652337439848e-07	2.23071675081508e-06	Promoter	6	248523	248894	372	1	YFR049W	YFR049W_mRNA	-6
VI	264132	264198	67	+	-9.1466603943444	6.63572831288042	235.494540825558	6.29741883718199e-08	1.28014074001838e-06	Promoter	6	264204	265226	1023	1	YFR055W	YFR055W_mRNA	-6
VI	45542	45641	100	-	1.67762440545849	7.92227058611893	98.4274247962142	6.34191347478964e-07	7.38271554266182e-06	Promoter	6	44655	45560	906	2	YFL044C	YFL044C_mRNA	0
VI	64021	64064	44	-	-1.03583492872435	6.9602056042653	14.3433255802611	0.00286356306067384	0.00682041010927015	Promoter	6	63016	63993	978	2	YFL034C-B	YFL034C-B_mRNA	-71
VI	64939	64991	53	-	-2.85132040604672	7.43670851742196	190.211384525903	1.99166295772117e-08	5.80325266603067e-07	Promoter	6	64243	64932	690	2	YFL034C-A	YFL034C-A_mRNA	-59
VI	82524	82565	42	+	-3.42301754349339	7.4009374692664	183.326990771442	2.42674383612224e-08	6.48820632229166e-07	Promoter	6	82580	83875	1296	1	YFL026W	YFL026W_mRNA	-15
VII	1000860	1000890	31	+	1.04150511916384	8.39961303467041	39.0023450446214	5.55761204320098e-05	0.000247876628801246	Promoter	7	1000927	1002240	1314	1	YGR254W	YGR254W_mRNA	-37
VII	1004528	1004626	99	+	6.88304567136413	7.99189221999549	261.45546437877	3.56817144293275e-09	1.82765497276955e-07	Promoter	7	1004624	1006102	1479	1	YGR256W	YGR256W_mRNA	0
VII	1010760	1010840	81	-	2.24378536487462	7.32956618685327	54.4950833095576	1.18408840833465e-05	7.2657934362628e-05	Promoter	7	1007671	1010766	3096	2	YGR258C	YGR258C_mRNA	0
VII	1016758	1016806	49	-	-1.21787528287414	5.50090551147029	10.1920085619673	0.00828481640090142	0.0169243982396248	Promoter	7	1014321	1016750	2430	2	YGR261C	YGR261C_mRNA	-56
VII	1021860	1021904	45	-	-3.38745713071334	5.89082801046967	69.5667609570085	3.62864806473673e-06	2.90392026346837e-05	Promoter	7	1019598	1021853	2256	2	YGR264C	YGR264C_mRNA	-51
VII	1026614	1026698	85	-	1.30979025823045	6.8892810641529	10.7133227734482	0.00716367439764446	0.014979991241486	Promoter	7	1026057	1026653	597	2	YGR268C	YGR268C_mRNA	0
VII	1038502	1038567	66	-	-1.75801394214369	7.63313759372924	94.3658201719876	7.86516198211606e-07	8.81840511635409e-06	Promoter	7	1037800	1038501	702	2	YGR271C-A	YGR271C-A_mRNA	-66
VII	1043095	1043116	22	-	1.18675430861485	5.50793010563282	9.78324235235356	0.00931153916728777	0.0187043838563675	Promoter	7	1039895	1043095	3201	2	YGR274C	YGR274C_mRNA	0
VII	1051717	1051786	70	-	-3.78498736352645	9.17618019695627	486.176029655027	1.1802973587791e-10	3.8288846318794e-08	Promoter	7	1050910	1051725	816	2	YGR280C	YGR280C_mRNA	0
VII	1060048	1060086	39	-	-1.33770246756855	6.70044019966556	28.6128285101955	0.000212413855173641	0.00075833148882974	Promoter	7	1059015	1060040	1026	2	YGR283C	YGR283C_mRNA	-46
VII	1061543	1061670	128	-	1.716576953304	7.02504593281396	36.5520573179274	7.41721395010069e-05	0.000310871344368561	Promoter	7	1060658	1061590	933	2	YGR284C	YGR284C_mRNA	0
VII	1063120	1063185	66	-	-1.95608462741483	7.88114399252387	102.619157848454	5.12071161555863e-07	6.34030094689778e-06	Promoter	7	1061852	1063153	1302	2	YGR285C	YGR285C_mRNA	0
VII	107932	108150	219	+	10.8339559776058	8.47270678086502	587.856677558445	9.79054488453758e-10	1.03566937843826e-07	Promoter	7	108158	110404	2247	1	YGL205W	YGL205W_mRNA	-8
VII	115926	116037	112	+	-1.88828640001362	7.05004472269249	70.3630467796324	3.43069017840114e-06	2.80402052001588e-05	Promoter	7	116059	117561	1503	1	YGL202W	YGL202W_mRNA	-22
VII	124647	124719	73	+	7.09421829841083	5.10541895904888	52.7404959566311	3.96152633015874e-05	0.000188249874243676	Promoter	7	124698	129161	4464	1	YGL197W	YGL197W_mRNA	0
VII	129802	129822	21	+	-1.67761287636394	5.94284987994661	22.6953552178548	0.000541876092290672	0.00166191874851044	Promoter	7	129883	131169	1287	1	YGL196W	YGL196W_mRNA	-61
VII	131482	131512	31	+	-1.26257898497325	6.48339113294924	21.2348852206342	0.000700979941252521	0.00206725357220289	Promoter	7	131525	139543	8019	1	YGL195W	YGL195W_mRNA	-13
VII	144678	144800	123	+	1.94137825326592	9.01699961747276	174.472993797839	3.16212271070661e-08	7.75373583329905e-07	Promoter	7	144808	145197	390	1	YGL191W	YGL191W_mRNA	-8
VII	148910	149042	133	-	-2.27328713400555	10.0097039526779	233.292052003255	6.62501158827506e-09	2.68644219904554e-07	Promoter	7	148824	148964	141	2	YGL188C-A	YGL188C-A_mRNA	0
VII	156043	156140	98	-	1.45303876375731	5.80322272255552	11.9873943249675	0.00510041205884598	0.0111494182741889	Promoter	7	154615	156012	1398	2	YGL184C	YGL184C_mRNA	-128
VII	159869	159899	31	+	1.74443821441793	6.07363902065652	27.1154190221576	0.000265372636739993	0.000912581802386436	Promoter	7	160065	162758	2694	1	YGL180W	YGL180W_mRNA	-166
VII	164999	165177	179	-	-1.00911871394807	6.69479033063038	16.1286559177471	0.00191896960051127	0.00483818967672944	Promoter	7	163409	165091	1683	2	YGL179C	YGL179C_mRNA	0
VII	182318	182387	70	+	-2.1912351086763	7.58923316179052	114.968317233144	2.84755990142724e-07	3.98937226732325e-06	Promoter	7	182390	184084	1695	1	YGL171W	YGL171W_mRNA	-3
VII	196514	196561	48	-	2.19117347993023	5.53311644352157	25.8648302936259	0.000321842595206259	0.00107192749368491	Promoter	7	193707	196403	2697	2	YGL163C	YGL163C_mRNA	-158
VII	198092	198140	49	+	-7.04242782607375	4.71485265782147	60.8883209053734	2.21162017388807e-05	0.000118783043776373	Promoter	7	198138	199037	900	1	YGL162W	YGL162W_mRNA	0
VII	208898	208965	68	+	-3.96402342791405	6.26267814701555	99.3056054814636	6.05991465161884e-07	7.20100823556297e-06	Promoter	7	209006	210049	1044	1	YGL157W	YGL157W_mRNA	-41
VII	210305	210421	117	+	9.48053946295156	7.20154842127189	317.371820095974	1.63544587199737e-08	5.03675924882228e-07	Promoter	7	210416	213667	3252	1	YGL156W	YGL156W_mRNA	0
VII	226293	226399	107	+	-1.23911268421519	8.40321918367562	68.5333265070096	3.90597156203702e-06	3.07996578412391e-05	Promoter	7	226399	227529	1131	1	YGL148W	YGL148W_mRNA	0
VII	228254	228379	126	-	-5.28428967456643	9.12101998973906	907.649693381804	3.64641871880329e-12	9.16715189465893e-09	Promoter	7	227754	228329	576	2	YGL147C	YGL147C_mRNA	0
VII	228437	228490	54	-	-4.90826381431042	5.4882921229194	46.1928251588108	2.57192481685582e-05	0.000133707117081415	Promoter	7	227754	228329	576	2	YGL147C	YGL147C_mRNA	-161
VII	229624	229727	104	-	7.85844418251494	5.76050926471482	60.0528238629527	2.34022227534628e-05	0.000124065297067263	Promoter	7	228751	229686	936	2	YGL146C	YGL146C_mRNA	0
VII	238286	238345	60	+	1.39097235128343	6.27135002284768	16.3097852631403	0.00184550856270871	0.00466991402295403	Promoter	7	238353	241085	2733	1	YGL141W	YGL141W_mRNA	-8
VII	23879	23919	41	+	-2.73588041162557	7.41301872076605	101.181171596465	5.50556850477903e-07	6.67748513277539e-06	Promoter	7	23935	25395	1461	1	YGL253W	YGL253W_mRNA	-16
VII	254518	254605	88	+	-2.70243348326582	7.86850922981624	216.60633068801	9.89635165715681e-09	3.56708497509074e-07	Promoter	7	254641	255294	654	1	YGL135W	YGL135W_mRNA	-36
VII	27491	27544	54	-	1.21484119437708	7.16098024329395	24.9097358192199	0.000374657588461721	0.00121377085582872	Promoter	7	25718	27484	1767	2	YGL252C	YGL252C_mRNA	-60
VII	277486	277612	127	+	-2.56751124567497	8.48571517471985	203.200340810476	1.39653810983503e-08	4.50036718043527e-07	Promoter	7	277617	278381	765	1	YGL123W	YGL123W_mRNA	-5
VII	281107	281292	186	-	4.70391906528165	8.84771781051727	287.651432663968	2.12024618763686e-09	1.41330382863575e-07	Promoter	7	280777	281157	381	2	YGL121C	YGL121C_mRNA	0
VII	283955	284011	57	-	-2.38475451411963	7.76908882440889	161.821082889716	4.72257076195874e-08	1.02960572422514e-06	Promoter	7	281634	283937	2304	2	YGL120C	YGL120C_mRNA	-74
VII	299922	299957	36	+	-1.66370631998065	6.33903733731048	26.3105948469802	0.000300224517225282	0.00101310159557436	Promoter	7	299978	301369	1392	1	YGL111W	YGL111W_mRNA	-21
VII	307367	307452	86	+	-1.07441774723887	9.15989130712541	45.4367268768658	2.77568215730673e-05	0.000141725806688925	Promoter	7	307437	308567	1131	1	YGL105W	YGL105W_mRNA	0
VII	310173	310225	53	-	2.47784790680716	5.52299977469534	16.1548270650095	0.00190814470314882	0.00481339145957602	Promoter	7	308713	310173	1461	2	YGL104C	YGL104C_mRNA	0
VII	310902	311007	106	+	-1.98823179123225	9.04808016485512	205.161542961964	1.3261536333375e-08	4.41990656152073e-07	Promoter	7	310967	311927	961	1	YGL103W	YGL103W_mRNA	0
VII	312115	312183	69	+	-1.48382245486949	6.94084518106052	34.205340248901	9.92287865683415e-05	0.000395776455279959	Promoter	7	312193	312840	648	1	YGL101W	YGL101W_mRNA	-10
VII	31855	31916	62	+	1.28098263395685	6.87902936083541	15.8389934145444	0.00204375669374151	0.00509734498808107	Promoter	7	31910	32635	726	1	YGL250W	YGL250W_mRNA	0
VII	321716	321764	49	+	-1.46893252464343	5.45957866914373	15.7856016502904	0.00206779149729904	0.00514937227525953	Promoter	7	321782	323230	1449	1	YGL097W	YGL097W_mRNA	-18
VII	325284	325296	13	+	4.01265747566731	5.44123584201235	30.5685491485822	0.000160854330752526	0.000596583211464779	Promoter	7	325331	326161	831	1	YGL096W	YGL096W_mRNA	-35
VII	343063	343103	41	-	3.74784924784404	5.23114871511334	24.9192045277179	0.000374085985841977	0.00121272645376886	Promoter	7	342056	343042	987	2	YGL091C	YGL091C_mRNA	-61
VII	343238	343319	82	+	1.16209095936562	8.09052431170762	10.6746800340795	0.00724033343163741	0.0151207993469303	Promoter	7	343319	344584	1266	1	YGL090W	YGL090W_mRNA	0
VII	35661	35810	150	+	1.10606393042353	8.2439812015707	19.3671308206497	0.000992316010717917	0.00276078313788072	Promoter	7	35653	36762	1110	1	YGL248W	YGL248W_mRNA	8
VII	358531	358671	141	+	1.6866415140654	9.12137376946508	121.124023105466	2.17106567766548e-07	3.28087130047212e-06	Promoter	7	358636	359028	393	1	YGL080W	YGL080W_mRNA	0
VII	361888	361985	98	-	-1.13886853132634	7.86261208013089	22.1490624308718	0.000595826777573825	0.00179968535051163	Promoter	7	360288	361859	1572	2	YGL078C	YGL078C_mRNA	-126
VII	365981	366139	159	-	-2.60771130922894	8.43743784722809	294.894964511538	1.85089133909717e-09	1.38560573169951e-07	Promoter	7	364335	365996	1662	2	YGL076C	YGL076C_mRNA	0
VII	368648	368735	88	+	1.55502488157677	6.34170134075977	14.0880296993349	0.00303970308382079	0.00716975046334075	Promoter	7	368753	371254	2502	1	YGL073W	YGL073W_mRNA	-18
VII	375987	376085	99	+	-1.65477064731264	8.70806540702127	56.9645037175156	9.58315444297629e-06	6.25927913013726e-05	Promoter	7	376101	377255	1155	1	YGL067W	YGL067W_mRNA	-16
VII	377611	377626	16	+	1.53924658728637	5.35685673792154	10.9426936649776	0.00672795408862154	0.0141662590200054	Promoter	7	377609	379582	1974	1	YGL066W	YGL066W_mRNA	2
VII	385095	385173	79	+	1.06124825781808	8.16007498654448	30.7467897298294	0.000156934839457864	0.000583075451429496	Promoter	7	385196	388732	3537	1	YGL062W	YGL062W_mRNA	-23
VII	389705	389809	105	-	-1.04664262514928	7.61494862305841	33.6285378176255	0.000106839612760213	0.000421297857124147	Promoter	7	388968	389711	744	2	YGL061C	YGL061C_mRNA	0
VII	38977	39013	37	+	-1.16401865782681	6.56517539492479	12.8750358461948	0.00407395228875567	0.00920327383337284	Promoter	7	39023	41149	2127	1	YGL245W	YGL245W_mRNA	-10
VII	411284	411339	56	-	1.02296148355867	8.20786534408922	43.7255789116401	3.31131568721841e-05	0.000163250882816664	Promoter	7	410069	411286	1218	2	YGL048C	YGL048C_mRNA	0
VII	411451	411518	68	+	2.10480294391647	6.60701061052328	61.5636452940543	6.59269234975056e-06	4.66958383899363e-05	Promoter	7	411552	412160	609	1	YGL047W	YGL047W_mRNA	-34
VII	423826	423902	77	+	-2.99563030166584	5.76645588614777	57.0965502074217	9.47744534933652e-06	6.22365034681127e-05	Promoter	7	423961	425007	1047	1	YGL039W	YGL039W_mRNA	-59
VII	436872	437018	147	-	-1.77222874344538	7.17817781186651	31.4365558387051	0.000142789965091874	0.000537367339626495	Promoter	7	436570	436833	264	2	YGL032C	YGL032C_mRNA	-185
VII	438945	439100	156	+	-2.32818926498816	8.80653881183358	132.820478278895	1.34061848294998e-07	2.27268783661632e-06	Promoter	7	439091	439638	548	1	YGL030W	YGL030W_mRNA	0
VII	439932	440068	137	+	-1.36582956550024	9.45293749955819	64.3017461897353	5.33610852878515e-06	3.91636562610385e-05	Promoter	7	440063	440425	363	1	YGL029W	YGL029W_mRNA	0
VII	448543	448579	37	-	-1.01860727279771	6.42718996256156	9.89976379140828	0.00900419716104041	0.0181501339625612	Promoter	7	446412	448535	2124	2	YGL026C	YGL026C_mRNA	-44
VII	461597	461628	32	+	-2.9395866060826	5.16774404233533	22.3195366628765	0.000578337952703801	0.00175739280793782	Promoter	7	461666	464911	3246	1	YGL016W	YGL016W_mRNA	-38
VII	472810	472849	40	+	-1.76085366688563	6.67475681727373	28.8407839392736	0.000205492802392653	0.000735782175454488	Promoter	7	472855	474276	1422	1	YGL012W	YGL012W_mRNA	-6
VII	475476	475499	24	+	2.02500417357234	5.52332439864359	23.4803780152397	0.000474096272505607	0.00148548130200404	Promoter	7	475545	476069	525	1	YGL010W	YGL010W_mRNA	-46
VII	478688	478735	48	-	-2.02425256418289	7.01118662817515	71.8184349298793	3.10075659759675e-06	2.5836098636825e-05	Promoter	7	476313	478652	2340	2	YGL009C	YGL009C_mRNA	-83
VII	485473	485669	197	+	1.78277782746711	6.99109569330426	28.1470637444839	0.000227427957853032	0.000799035698854046	Promoter	7	485423	485533	111	1	YGL006W-A	YGL006W-A_mRNA	50
VII	496516	496615	100	-	-1.85923214964864	6.53700626695981	26.7827248924037	0.000279168277703038	0.000953286203019636	Promoter	7	495453	496502	1050	2	YGL001C	YGL001C_mRNA	-113
VII	498043	498073	31	-	-1.04657755496733	7.58864654587665	30.9703214190464	0.000152177289311509	0.000567428881064983	Promoter	7	497133	498034	902	2	YGR001C	YGR001C_mRNA	-39
VII	508345	508473	129	-	1.20329068742638	10.6333679449537	82.0167438733559	1.59955627951501e-06	1.50550113271181e-05	Promoter	7	508110	508364	255	2	YGR008C	YGR008C_mRNA	0
VII	508543	508550	8	-	-1.8093936960347	5.20991334066377	19.8565369181417	0.000904020956396262	0.00255456792905006	Promoter	7	508110	508364	255	2	YGR008C	YGR008C_mRNA	-186
VII	511580	511753	174	+	8.25446202749163	6.11096956295784	59.9348132614011	2.35911100573002e-05	0.000124640978869514	Promoter	7	511545	512732	1188	1	YGR010W	YGR010W_mRNA	35
VII	525163	525195	33	+	2.00263982028532	6.82442409492079	56.0836078851386	1.03249738661723e-05	6.5760893760202e-05	Promoter	7	525229	526644	1416	1	YGR019W	YGR019W_mRNA	-34
